"","FileFormat","FileSize","DatasetType","SurveyNum","SurveyId","FileType","FileDateLastModified","SurveyYearLabel","SurveyType","SurveyYear","DHS_CountryCode","FileName","CountryName","URLS","Africa","avail"
"3564","Stata dataset (.dta)","3405108","Survey Datasets","223","NG2003DHS","Births Recode","May, 22 2007 11:07:38","2003","DHS","2003","NG","NGBR4Bdt.zip","Nigeria","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=NGBR4BDT.zip&Tp=1&Ctry_Code=NG&surv_id=223&dm=1&dmode=nm",1,"publicly available"
"3568","Stata dataset (.dta)","9683838","Survey Datasets","302","NG2008DHS","Births Recode","January, 07 2015 09:43:29","2008","DHS","2008","NG","NGBR53DT.ZIP","Nigeria","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=NGBR53DT.zip&Tp=1&Ctry_Code=NG&surv_id=302&dm=1&dmode=nm",1,"publicly available"
"3576","Stata dataset (.dta)","14043417","Survey Datasets","438","NG2013DHS","Births Recode","June, 02 2014 12:24:50","2013","DHS","2013","NG","NGBR6ADT.ZIP","Nigeria","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=NGBR6ADT.zip&Tp=1&Ctry_Code=NG&surv_id=438&dm=1&dmode=nm",1,"publicly available"
"3729","Flat ASCII data (.dat)","29613","GPS Datasets","32","NG1990DHS","Geographic Data","April, 21 2017 17:12:43","1990","DHS","1990","NG","NGGE23FL.zip","Nigeria","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=NGGE23FL.zip&Tp=2&Ctry_Code=NG&surv_id=32&dm=1&dmode=nm",1,"publicly available"
"3730","Flat ASCII data (.dat)","287807","GPS Datasets","223","NG2003DHS","Geographic Data","March, 05 2012 18:26:54","2003","DHS","2003","NG","NGGE4BFL.zip","Nigeria","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=NGGE4BFL.zip&Tp=2&Ctry_Code=NG&surv_id=223&dm=1&dmode=nm",1,"publicly available"
"3731","Flat ASCII data (.dat)","84925","GPS Datasets","302","NG2008DHS","Geographic Data","April, 21 2017 17:12:14","2008","DHS","2008","NG","NGGE52FL.zip","Nigeria","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=NGGE52FL.zip&Tp=2&Ctry_Code=NG&surv_id=302&dm=1&dmode=nm",1,"publicly available"
"3733","Flat ASCII data (.dat)","86827","GPS Datasets","438","NG2013DHS","Geographic Data","June, 17 2014 08:17:08","2013","DHS","2013","NG","NGGE6AFL.ZIP","Nigeria","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=NGGE6AFL.zip&Tp=2&Ctry_Code=NG&surv_id=438&dm=1&dmode=nm",1,"publicly available"
"3758","Stata dataset (.dta)","1994697","Survey Datasets","43","RW1992DHS","Births Recode","May, 23 2007 09:51:04","1992","DHS","1992","RW","RWBR21dt.zip","Rwanda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=RWBR21DT.zip&Tp=1&Ctry_Code=RW&surv_id=43&dm=1&dmode=nm",1,"publicly available"
"3762","Stata dataset (.dta)","3318456","Survey Datasets","165","RW2000DHS","Births Recode","March, 23 2017 13:33:01","2000","DHS","2000","RW","RWBR41DT.ZIP","Rwanda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=RWBR41DT.zip&Tp=1&Ctry_Code=RW&surv_id=165&dm=1&dmode=nm",1,"publicly available"
"3766","Stata dataset (.dta)","4179578","Survey Datasets","252","RW2005DHS","Births Recode","January, 10 2011 14:01:21","2005","DHS","2005","RW","RWBR53DT.ZIP","Rwanda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=RWBR53DT.zip&Tp=1&Ctry_Code=RW&surv_id=252&dm=1&dmode=nm",1,"publicly available"
"3770","Stata dataset (.dta)","1574848","Survey Datasets","323","RW2008DHS","Births Recode","July, 26 2010 14:39:50","2007-08","DHS","2008","RW","RWBR5ADT.ZIP","Rwanda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=RWBR5ADT.zip&Tp=1&Ctry_Code=RW&surv_id=323&dm=1&dmode=nm",1,"publicly available"
"3774","Stata dataset (.dta)","4366702","Survey Datasets","364","RW2010DHS","Births Recode","March, 13 2012 15:19:13","2010","DHS","2010","RW","RWBR61DT.ZIP","Rwanda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=RWBR61DT.zip&Tp=1&Ctry_Code=RW&surv_id=364&dm=1&dmode=nm",1,"publicly available"
"3778","Stata dataset (.dta)","4104657","Survey Datasets","468","RW2015DHS","Births Recode","May, 10 2016 17:35:00","2014-15","DHS","2015","RW","RWBR70DT.ZIP","Rwanda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=RWBR70DT.zip&Tp=1&Ctry_Code=RW&surv_id=468&dm=1&dmode=nm",1,"publicly available"
"4002","Flat ASCII data (.dat)","54009","GPS Datasets","252","RW2005DHS","Geographic Data","April, 21 2017 17:07:07","2005","DHS","2005","RW","RWGE54FL.zip","Rwanda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=RWGE54FL.zip&Tp=2&Ctry_Code=RW&surv_id=252&dm=1&dmode=nm",1,"publicly available"
"4003","Flat ASCII data (.dat)","20926","GPS Datasets","323","RW2008DHS","Geographic Data","March, 05 2012 18:26:54","2007-08","DHS","2008","RW","RWGE5BFL.zip","Rwanda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=RWGE5BFL.zip&Tp=2&Ctry_Code=RW&surv_id=323&dm=1&dmode=nm",1,"publicly available"
"4004","Flat ASCII data (.dat)","56943","GPS Datasets","364","RW2010DHS","Geographic Data","March, 19 2012 13:16:17","2010","DHS","2010","RW","RWGE61FL.ZIP","Rwanda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=RWGE61FL.zip&Tp=2&Ctry_Code=RW&surv_id=364&dm=1&dmode=nm",1,"publicly available"
"4005","Flat ASCII data (.dat)","60176","GPS Datasets","468","RW2015DHS","Geographic Data","April, 27 2017 13:23:30","2014-15","DHS","2015","RW","RWGE72FL.zip","Rwanda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=RWGE72FL.zip&Tp=2&Ctry_Code=RW&surv_id=468&dm=1&dmode=nm",1,"publicly available"
"4006","Stata dataset (.dta)","1443896","Survey Datasets","318","ST2008DHS","Births Recode","December, 01 2010 10:04:29","2008-09","DHS","2008","ST","STBR50DT.ZIP","Sao Tome and Principe","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=STBR50DT.zip&Tp=1&Ctry_Code=ST&surv_id=318&dm=1&dmode=nm",1,"publicly available"
"4036","Stata dataset (.dta)","959600","Survey Datasets","3","SN1986DHS","Births Recode","June, 06 2007 12:02:00","1986","DHS","1986","SN","SNBR02dt.zip","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNBR02DT.zip&Tp=1&Ctry_Code=SN&surv_id=3&dm=1&dmode=nm",1,"publicly available"
"4040","Stata dataset (.dta)","2528845","Survey Datasets","46","SN1993DHS","Births Recode","May, 23 2007 10:43:02","1992-93","DHS","1993","SN","SNBR21dt.zip","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNBR21DT.zip&Tp=1&Ctry_Code=SN&surv_id=46&dm=1&dmode=nm",1,"publicly available"
"4044","Stata dataset (.dta)","2021205","Survey Datasets","81","SN1997DHS","Births Recode","May, 23 2007 10:50:50","1997","DHS","1997","SN","SNBR32dt.zip","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNBR32DT.zip&Tp=1&Ctry_Code=SN&surv_id=81&dm=1&dmode=nm",1,"publicly available"
"4048","Stata dataset (.dta)","5153722","Survey Datasets","233","SN2005DHS","Births Recode","August, 31 2007 08:10:59","2005","DHS","2005","SN","SNBR4Hdt.zip","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNBR4HDT.zip&Tp=1&Ctry_Code=SN&surv_id=233&dm=1&dmode=nm",1,"publicly available"
"4056","Stata dataset (.dta)","5005930","Survey Datasets","365","SN2010DHS","Births Recode","October, 29 2014 14:14:05","2010-11","DHS","2010","SN","SNBR61DT.ZIP","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNBR61DT.zip&Tp=1&Ctry_Code=SN&surv_id=365&dm=1&dmode=nm",1,"publicly available"
"4060","Stata dataset (.dta)","2755338","Survey Datasets","423","SN2012DHS","Births Recode","September, 10 2015 11:19:41","2012-13","DHS","2012","SN","SNBR6DDT.ZIP","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNBR6DDT.zip&Tp=1&Ctry_Code=SN&surv_id=423&dm=1&dmode=nm",1,"publicly available"
"4064","Stata dataset (.dta)","8328756","Survey Datasets","457","SN2014DHS","Births Recode","April, 10 2015 16:02:34","2014","DHS","2014","SN","SNBR70DT.zip","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNBR70DT.zip&Tp=1&Ctry_Code=SN&surv_id=457&dm=1&dmode=nm",1,"publicly available"
"4068","Stata dataset (.dta)","3036853","Survey Datasets","489","SN2015DHS","Births Recode","November, 10 2016 12:29:36","2015","DHS","2015","SN","SNBR7HDT.ZIP","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNBR7HDT.zip&Tp=1&Ctry_Code=SN&surv_id=489&dm=1&dmode=nm",1,"publicly available"
"4072","Stata dataset (.dta)","8594805","Survey Datasets","524","SN2016DHS","Births Recode","June, 22 2018 11:58:30","2016","DHS","2016","SN","SNBR7IDT.ZIP","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNBR7IDT.zip&Tp=1&Ctry_Code=SN&surv_id=524&dm=1&dmode=nm",1,"publicly available"
"4076","Stata dataset (.dta)","6428928","Survey Datasets","534","SN2017DHS","Births Recode","September, 26 2018 17:12:01","2017","DHS","2017","SN","SNBR7ZDT.ZIP","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNBR7ZDT.zip&Tp=1&Ctry_Code=SN&surv_id=534&dm=1&dmode=nm",1,"publicly available"
"4393","Flat ASCII data (.dat)","22704","GPS Datasets","46","SN1993DHS","Geographic Data","March, 05 2012 18:26:54","1992-93","DHS","1993","SN","SNGE23FL.zip","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNGE23FL.zip&Tp=2&Ctry_Code=SN&surv_id=46&dm=1&dmode=nm",1,"publicly available"
"4394","Flat ASCII data (.dat)","76514","GPS Datasets","81","SN1997DHS","Geographic Data","March, 05 2012 18:26:54","1997","DHS","1997","SN","SNGE32FL.zip","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNGE32FL.zip&Tp=2&Ctry_Code=SN&surv_id=81&dm=1&dmode=nm",1,"publicly available"
"4395","Flat ASCII data (.dat)","83106","GPS Datasets","233","SN2005DHS","Geographic Data","March, 05 2012 18:26:54","2005","DHS","2005","SN","SNGE4BFL.zip","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNGE4BFL.zip&Tp=2&Ctry_Code=SN&surv_id=233&dm=1&dmode=nm",1,"publicly available"
"4397","Flat ASCII data (.dat)","47230","GPS Datasets","365","SN2010DHS","Geographic Data","May, 18 2012 09:17:23","2010-11","DHS","2010","SN","SNGE61FL.ZIP","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNGE61FL.zip&Tp=2&Ctry_Code=SN&surv_id=365&dm=1&dmode=nm",1,"publicly available"
"4398","Flat ASCII data (.dat)","31001","GPS Datasets","423","SN2012DHS","Geographic Data","April, 21 2017 17:01:13","2012-13","DHS","2012","SN","SNGE6AFL.zip","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNGE6AFL.zip&Tp=2&Ctry_Code=SN&surv_id=423&dm=1&dmode=nm",1,"publicly available"
"4399","Flat ASCII data (.dat)","63903","GPS Datasets","457","SN2014DHS","Geographic Data","October, 10 2017 08:37:41","2014","DHS","2014","SN","SNGE71FL.ZIP","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNGE71FL.zip&Tp=2&Ctry_Code=SN&surv_id=457&dm=1&dmode=nm",1,"publicly available"
"4400","Flat ASCII data (.dat)","33445","GPS Datasets","489","SN2015DHS","Geographic Data","September, 28 2017 16:37:23","2015","DHS","2015","SN","SNGE7AFL.ZIP","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNGE7AFL.zip&Tp=2&Ctry_Code=SN&surv_id=489&dm=1&dmode=nm",1,"publicly available"
"4401","Flat ASCII data (.dat)","33254","GPS Datasets","524","SN2016DHS","Geographic Data","October, 03 2017 11:34:43","2016","DHS","2016","SN","SNGE7IFL.ZIP","Senegal","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SNGE7IFL.zip&Tp=2&Ctry_Code=SN&surv_id=524&dm=1&dmode=nm",1,"publicly available"
"4402","Stata dataset (.dta)","3030443","Survey Datasets","324","SL2008DHS","Births Recode","July, 16 2010 12:18:35","2008","DHS","2008","SL","SLBR51DT.ZIP","Sierra Leone","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SLBR51DT.zip&Tp=1&Ctry_Code=SL&surv_id=324&dm=1&dmode=nm",1,"publicly available"
"4406","Stata dataset (.dta)","5460856","Survey Datasets","450","SL2013DHS","Births Recode","September, 17 2014 18:46:18","2013","DHS","2013","SL","SLBR61DT.ZIP","Sierra Leone","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SLBR61DT.zip&Tp=1&Ctry_Code=SL&surv_id=450&dm=1&dmode=nm",1,"publicly available"
"4479","Flat ASCII data (.dat)","40332","GPS Datasets","324","SL2008DHS","Geographic Data","April, 21 2017 17:02:07","2008","DHS","2008","SL","SLGE53FL.zip","Sierra Leone","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SLGE53FL.zip&Tp=2&Ctry_Code=SL&surv_id=324&dm=1&dmode=nm",1,"publicly available"
"4480","Flat ASCII data (.dat)","50825","GPS Datasets","450","SL2013DHS","Geographic Data","September, 26 2014 08:28:59","2013","DHS","2013","SL","SLGE61FL.zip","Sierra Leone","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SLGE61FL.zip&Tp=2&Ctry_Code=SL&surv_id=450&dm=1&dmode=nm",1,"publicly available"
"4482","Stata dataset (.dta)","2786321","Survey Datasets","113","ZA1998DHS","Births Recode","May, 25 2007 13:46:20","1998","DHS","1998","ZA","ZABR31dt.zip","South Africa","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZABR31DT.zip&Tp=1&Ctry_Code=ZA&surv_id=113&dm=1&dmode=nm",1,"publicly available"
"4486","Stata dataset (.dta)","2893535","Survey Datasets","390","ZA2016DHS","Births Recode","January, 29 2019 21:21:39","2016","DHS","2016","ZA","ZABR71DT.ZIP","South Africa","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZABR71DT.zip&Tp=1&Ctry_Code=ZA&surv_id=390&dm=1&dmode=nm",1,"publicly available"
"4542","Flat ASCII data (.dat)","79899","GPS Datasets","390","ZA2016DHS","Geographic Data","July, 27 2018 10:52:07","2016","DHS","2016","ZA","ZAGE71FL.ZIP","South Africa","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZAGE71FL.zip&Tp=2&Ctry_Code=ZA&surv_id=390&dm=1&dmode=nm",1,"publicly available"
"4543","Stata dataset (.dta)","1448962","Survey Datasets","29","SD1990DHS","Births Recode","June, 06 2007 11:53:44","1989-90","DHS","1990","SD","SDBR02dt.zip","Sudan","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=SDBR02DT.zip&Tp=1&Ctry_Code=SD&surv_id=29&dm=1&dmode=nm",1,"publicly available"
"4561","Stata dataset (.dta)","3280180","Survey Datasets","41","TZ1992DHS","Births Recode","May, 23 2007 13:07:04","1991-92","DHS","1992","TZ","TZBR21dt.zip","Tanzania","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TZBR21DT.zip&Tp=1&Ctry_Code=TZ&surv_id=41&dm=1&dmode=nm",1,"publicly available"
"4565","Stata dataset (.dta)","3305830","Survey Datasets","82","TZ1996DHS","Births Recode","May, 23 2007 12:00:06","1996","DHS","1996","TZ","TZBR3Adt.zip","Tanzania","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TZBR3ADT.zip&Tp=1&Ctry_Code=TZ&surv_id=82&dm=1&dmode=nm",1,"publicly available"
"4569","Stata dataset (.dta)","1588334","Survey Datasets","167","TZ1999DHS","Births Recode","May, 23 2007 13:25:42","1999","DHS","1999","TZ","TZBR41dt.zip","Tanzania","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TZBR41DT.zip&Tp=1&Ctry_Code=TZ&surv_id=167&dm=1&dmode=nm",1,"publicly available"
"4573","Stata dataset (.dta)","4441760","Survey Datasets","253","TZ2004DHS","Births Recode","July, 14 2009 15:55:44","2004-05","DHS","2004","TZ","TZBR4IDT.ZIP","Tanzania","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TZBR4IDT.zip&Tp=1&Ctry_Code=TZ&surv_id=253&dm=1&dmode=nm",1,"publicly available"
"4581","Stata dataset (.dta)","4977084","Survey Datasets","345","TZ2010DHS","Births Recode","February, 13 2014 19:51:26","2010","DHS","2010","TZ","TZBR63DT.ZIP","Tanzania","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TZBR63DT.zip&Tp=1&Ctry_Code=TZ&surv_id=345&dm=1&dmode=nm",1,"publicly available"
"4589","Stata dataset (.dta)","6514245","Survey Datasets","485","TZ2015DHS","Births Recode","September, 28 2019 17:58:14","2015-16","DHS","2015","TZ","TZBR7BDT.ZIP","Tanzania","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TZBR7BDT.zip&Tp=1&Ctry_Code=TZ&surv_id=485&dm=1&dmode=nm",1,"publicly available"
"4862","Flat ASCII data (.dat)","14249","GPS Datasets","167","TZ1999DHS","Geographic Data","March, 29 2012 15:49:30","1999","DHS","1999","TZ","TZGE43FL.ZIP","Tanzania","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TZGE43FL.zip&Tp=2&Ctry_Code=TZ&surv_id=167&dm=1&dmode=nm",1,"publicly available"
"4865","Flat ASCII data (.dat)","48544","GPS Datasets","345","TZ2010DHS","Geographic Data","February, 13 2012 10:02:13","2010","DHS","2010","TZ","TZGE61FL.ZIP","Tanzania","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TZGE61FL.zip&Tp=2&Ctry_Code=TZ&surv_id=345&dm=1&dmode=nm",1,"publicly available"
"4867","Flat ASCII data (.dat)","65477","GPS Datasets","485","TZ2015DHS","Geographic Data","March, 08 2017 11:17:11","2015-16","DHS","2015","TZ","TZGE7AFL.zip","Tanzania","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TZGE7AFL.zip&Tp=2&Ctry_Code=TZ&surv_id=485&dm=1&dmode=nm",1,"publicly available"
"4869","Stata dataset (.dta)","977789","Survey Datasets","22","TG1988DHS","Births Recode","June, 06 2007 12:21:48","1988","DHS","1988","TG","TGBR01dt.zip","Togo","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TGBR01DT.zip&Tp=1&Ctry_Code=TG&surv_id=22&dm=1&dmode=nm",1,"publicly available"
"4873","Stata dataset (.dta)","2923629","Survey Datasets","114","TG1998DHS","Births Recode","May, 23 2007 11:14:32","1998","DHS","1998","TG","TGBR31dt.zip","Togo","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TGBR31DT.zip&Tp=1&Ctry_Code=TG&surv_id=114&dm=1&dmode=nm",1,"publicly available"
"4877","Stata dataset (.dta)","3570000","Survey Datasets","328","TG2013DHS","Births Recode","April, 01 2015 10:51:33","2013-14","DHS","2013","TG","TGBR61DT.ZIP","Togo","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TGBR61DT.zip&Tp=1&Ctry_Code=TG&surv_id=328&dm=1&dmode=nm",1,"publicly available"
"4984","Flat ASCII data (.dat)","18103","GPS Datasets","22","TG1988DHS","Geographic Data","March, 05 2012 18:26:54","1988","DHS","1988","TG","TGGE03FL.zip","Togo","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TGGE03FL.zip&Tp=2&Ctry_Code=TG&surv_id=22&dm=1&dmode=nm",1,"publicly available"
"4985","Flat ASCII data (.dat)","66626","GPS Datasets","114","TG1998DHS","Geographic Data","March, 05 2012 18:26:54","1998","DHS","1998","TG","TGGE32FL.zip","Togo","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TGGE32FL.zip&Tp=2&Ctry_Code=TG&surv_id=114&dm=1&dmode=nm",1,"publicly available"
"4986","Flat ASCII data (.dat)","42344","GPS Datasets","328","TG2013DHS","Geographic Data","April, 15 2015 09:03:39","2013-14","DHS","2013","TG","TGGE62FL.zip","Togo","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TGGE62FL.zip&Tp=2&Ctry_Code=TG&surv_id=328&dm=1&dmode=nm",1,"publicly available"
"4988","Stata dataset (.dta)","1462815","Survey Datasets","26","TN1988DHS","Births Recode","June, 06 2007 12:44:38","1988","DHS","1988","TN","TNBR02dt.zip","Tunisia","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TNBR02DT.zip&Tp=1&Ctry_Code=TN&surv_id=26&dm=1&dmode=nm",1,"publicly available"
"5016","Stata dataset (.dta)","1356554","Survey Datasets","27","UG1988DHS","Births Recode","June, 06 2007 13:15:00","1988-89","DHS","1988","UG","UGBR01dt.zip","Uganda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=UGBR01DT.zip&Tp=1&Ctry_Code=UG&surv_id=27&dm=1&dmode=nm",1,"publicly available"
"5020","Stata dataset (.dta)","3112972","Survey Datasets","76","UG1995DHS","Births Recode","May, 23 2007 14:19:52","1995","DHS","1995","UG","UGBR33dt.zip","Uganda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=UGBR33DT.zip&Tp=1&Ctry_Code=UG&surv_id=76&dm=1&dmode=nm",1,"publicly available"
"5024","Stata dataset (.dta)","3845848","Survey Datasets","169","UG2000DHS","Births Recode","May, 23 2007 14:37:20","2000-01","DHS","2000","UG","UGBR41dt.zip","Uganda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=UGBR41DT.zip&Tp=1&Ctry_Code=UG&surv_id=169&dm=1&dmode=nm",1,"publicly available"
"5028","Stata dataset (.dta)","4149751","Survey Datasets","266","UG2006DHS","Births Recode","October, 04 2011 15:22:54","2006","DHS","2006","UG","UGBR52DT.ZIP","Uganda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=UGBR52DT.zip&Tp=1&Ctry_Code=UG&surv_id=266&dm=1&dmode=nm",1,"publicly available"
"5036","Stata dataset (.dta)","3547583","Survey Datasets","399","UG2011DHS","Births Recode","August, 28 2012 18:56:44","2011","DHS","2011","UG","UGBR60DT.ZIP","Uganda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=UGBR60DT.zip&Tp=1&Ctry_Code=UG&surv_id=399&dm=1&dmode=nm",1,"publicly available"
"5040","Stata dataset (.dta)","7789193","Survey Datasets","504","UG2016DHS","Births Recode","May, 28 2019 10:27:22","2016","DHS","2016","UG","UGBR7BDT.ZIP","Uganda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=UGBR7BDT.zip&Tp=1&Ctry_Code=UG&surv_id=504&dm=1&dmode=nm",1,"publicly available"
"5289","Flat ASCII data (.dat)","31177","GPS Datasets","169","UG2000DHS","Geographic Data","March, 05 2012 18:26:54","2000-01","DHS","2000","UG","UGGE43FL.zip","Uganda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=UGGE43FL.zip&Tp=2&Ctry_Code=UG&surv_id=169&dm=1&dmode=nm",1,"publicly available"
"5290","Flat ASCII data (.dat)","36538","GPS Datasets","266","UG2006DHS","Geographic Data","March, 05 2012 18:26:54","2006","DHS","2006","UG","UGGE53FL.zip","Uganda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=UGGE53FL.zip&Tp=2&Ctry_Code=UG&surv_id=266&dm=1&dmode=nm",1,"publicly available"
"5292","Flat ASCII data (.dat)","44865","GPS Datasets","399","UG2011DHS","Geographic Data","April, 21 2017 16:59:43","2011","DHS","2011","UG","UGGE61FL.zip","Uganda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=UGGE61FL.zip&Tp=2&Ctry_Code=UG&surv_id=399&dm=1&dmode=nm",1,"publicly available"
"5295","Flat ASCII data (.dat)","90168","GPS Datasets","504","UG2016DHS","Geographic Data","March, 09 2018 18:09:45","2016","DHS","2016","UG","UGGE7AFL.ZIP","Uganda","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=UGGE7AFL.zip&Tp=2&Ctry_Code=UG&surv_id=504&dm=1&dmode=nm",1,"publicly available"
"5296","Stata dataset (.dta)","2602972","Survey Datasets","51","ZM1992DHS","Births Recode","May, 25 2007 13:59:40","1992","DHS","1992","ZM","ZMBR21dt.zip","Zambia","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZMBR21DT.zip&Tp=1&Ctry_Code=ZM&surv_id=51&dm=1&dmode=nm",1,"publicly available"
"5300","Stata dataset (.dta)","3223014","Survey Datasets","90","ZM1996DHS","Births Recode","May, 25 2007 14:38:54","1996","DHS","1996","ZM","ZMBR31dt.zip","Zambia","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZMBR31DT.zip&Tp=1&Ctry_Code=ZM&surv_id=90&dm=1&dmode=nm",1,"publicly available"
"5304","Stata dataset (.dta)","3761662","Survey Datasets","206","ZM2002DHS","Births Recode","May, 25 2007 15:30:46","2001-02","DHS","2002","ZM","ZMBR42dt.zip","Zambia","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZMBR42DT.zip&Tp=1&Ctry_Code=ZM&surv_id=206&dm=1&dmode=nm",1,"publicly available"
"5308","Stata dataset (.dta)","3292642","Survey Datasets","278","ZM2007DHS","Births Recode","March, 18 2010 14:17:53","2007","DHS","2007","ZM","ZMBR51DT.ZIP","Zambia","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZMBR51DT.zip&Tp=1&Ctry_Code=ZM&surv_id=278&dm=1&dmode=nm",1,"publicly available"
"5312","Stata dataset (.dta)","6240496","Survey Datasets","406","ZM2013DHS","Births Recode","April, 17 2015 12:03:53","2013-14","DHS","2013","ZM","ZMBR61DT.ZIP","Zambia","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZMBR61DT.zip&Tp=1&Ctry_Code=ZM&surv_id=406&dm=1&dmode=nm",1,"publicly available"
"5462","Flat ASCII data (.dat)","75554","GPS Datasets","278","ZM2007DHS","Geographic Data","March, 05 2012 18:26:54","2007","DHS","2007","ZM","ZMGE52FL.zip","Zambia","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZMGE52FL.zip&Tp=2&Ctry_Code=ZM&surv_id=278&dm=1&dmode=nm",1,"publicly available"
